character,state,probability
c55,2,0.0555555555555556
c55,3,0.166666666666667
c56,-1,0.444444444444444
c56,1,0.333333333333333
c56,2,0.111111111111111
c56,3,0.111111111111111
c57,-1,0.444444444444444
c57,1,0.444444444444444
c57,2,0.0555555555555556
c57,3,0.0555555555555556
c58,-1,0.222222222222222
c58,1,0.5
c58,2,0.111111111111111
c58,3,0.166666666666667
c59,-1,0.222222222222222
c59,2,0.111111111111111
c59,3,0.666666666666667
c60,-1,0.277777777777778
c60,1,0.333333333333333
c60,3,0.388888888888889
c61,-1,0.333333333333333
c61,1,0.666666666666667
c62,-1,0.222222222222222
c62,1,0.333333333333333
c62,2,0.0555555555555556
c62,3,0.388888888888889
c63,-1,0.5
c63,1,0.444444444444444
c63,4,0.0555555555555556
c64,-1,0.388888888888889
c64,1,0.277777777777778
c64,2,0.111111111111111
c64,3,0.222222222222222
c65,-1,0.277777777777778
c65,1,0.666666666666667
c65,2,0.0555555555555556
c66,-1,0.111111111111111
c66,1,0.722222222222222
c66,3,0.111111111111111
c66,4,0.0555555555555556
c67,-1,0.444444444444444
c67,1,0.333333333333333
c67,3,0.0555555555555556
c67,4,0.166666666666667
c68,-1,0.388888888888889
c68,1,0.611111111111111
c69,-1,0.388888888888889
c69,1,0.444444444444444
c69,4,0.166666666666667
c70,-1,0.166666666666667
c70,1,0.777777777777778
c70,2,0.0555555555555556
c71,-1,0.166666666666667
c71,1,0.777777777777778
c71,2,0.0555555555555556
c72,-1,0.666666666666667
c72,1,0.166666666666667
c72,3,0.0555555555555556
c72,4,0.111111111111111
c73,-1,0.222222222222222
c73,1,0.666666666666667
c73,3,0.0555555555555556
c73,4,0.0555555555555556
c74,-1,0.277777777777778
c74,1,0.666666666666667
c74,3,0.0555555555555556
c75,-1,0.0555555555555556
c75,1,0.833333333333333
c75,3,0.111111111111111
c76,-1,0.277777777777778
c76,1,0.666666666666667
c76,3,0.0555555555555556
c77,-1,0.111111111111111
c77,1,0.888888888888889
c78,-1,0.277777777777778
c78,1,0.555555555555556
c78,2,0.111111111111111
c78,4,0.0555555555555556
c79,-1,0.333333333333333
c79,1,0.611111111111111
c79,4,0.0555555555555556
c80,-1,0.222222222222222
c80,1,0.5
c80,3,0.0555555555555556
c80,4,0.222222222222222
c81,-1,0.0555555555555556
c81,1,0.666666666666667
c81,2,0.0555555555555556
c81,3,0.111111111111111
c81,4,0.111111111111111
c82,-1,0.388888888888889
c82,1,0.444444444444444
c82,3,0.0555555555555556
c82,4,0.111111111111111
c83,-1,0.333333333333333
c83,1,0.611111111111111
c83,3,0.0555555555555556
c84,-1,0.0555555555555556
c84,1,0.777777777777778
c84,2,0.0555555555555556
c84,3,0.0555555555555556
c84,4,0.0555555555555556
c85,-1,0.666666666666667
c85,1,0.111111111111111
c85,3,0.111111111111111
c85,4,0.111111111111111
c86,-1,0.166666666666667
c86,1,0.222222222222222
c86,3,0.611111111111111
c87,-1,0.166666666666667
c87,1,0.222222222222222
c87,3,0.111111111111111
c87,4,0.5
c88,-1,0.222222222222222
c88,1,0.722222222222222
c88,3,0.0555555555555556
c89,-1,0.111111111111111
c89,1,0.5
c89,2,0.111111111111111
c89,3,0.166666666666667
c89,4,0.111111111111111
c90,-1,0.222222222222222
c90,1,0.777777777777778
c91,-1,0.277777777777778
c91,1,0.666666666666667
c91,4,0.0555555555555556
c92,-1,0.277777777777778
c92,1,0.555555555555556
c92,3,0.0555555555555556
c92,4,0.111111111111111
c93,-1,0.444444444444444
c93,1,0.5
c93,2,0.0555555555555556
c94,-1,0.222222222222222
c94,1,0.555555555555556
c94,3,0.111111111111111
c94,4,0.111111111111111
c95,-1,0.111111111111111
c95,1,0.388888888888889
c95,3,0.111111111111111
c95,4,0.388888888888889
c96,-1,0.333333333333333
c96,1,0.666666666666667
c97,-1,0.277777777777778
c97,1,0.611111111111111
c97,3,0.0555555555555556
c97,4,0.0555555555555556
c98,-1,0.333333333333333
c98,1,0.611111111111111
c98,2,0.0555555555555556
c99,-1,0.166666666666667
c99,1,0.777777777777778
c99,2,0.0555555555555556
c100,-1,0.111111111111111
c100,1,0.666666666666667
c100,3,0.222222222222222
c101,-1,0.333333333333333
c101,1,0.611111111111111
c101,4,0.0555555555555556
c102,-1,0.5
c102,1,0.444444444444444
c102,3,0.0555555555555556
c103,-1,0.333333333333333
c103,3,0.611111111111111
c103,4,0.0555555555555556
c104,-1,0.388888888888889
c104,1,0.388888888888889
c104,3,0.0555555555555556
c104,4,0.166666666666667
c105,-1,0.444444444444444
c105,1,0.5
c105,2,0.0555555555555556
c106,-1,0.0555555555555556
c106,1,0.777777777777778
c106,2,0.0555555555555556
c106,3,0.0555555555555556
c106,4,0.0555555555555556
c107,-1,0.388888888888889
c107,1,0.5
c107,2,0.0555555555555556
c107,3,0.0555555555555556
c108,-1,0.388888888888889
c108,1,0.555555555555556
c108,3,0.0555555555555556
c109,-1,0.555555555555556
c109,1,0.388888888888889
c109,2,0.0555555555555556
c110,-1,0.333333333333333
c110,1,0.5
c110,2,0.111111111111111
c110,3,0.0555555555555556
c111,-1,0.388888888888889
c111,3,0.111111111111111
c111,4,0.5
c112,-1,0.333333333333333
c112,1,0.388888888888889
c112,2,0.0555555555555556
c112,4,0.222222222222222
c113,-1,0.0555555555555556
c113,1,0.777777777777778
c113,3,0.166666666666667
c114,-1,0.555555555555556
c114,1,0.444444444444444
c115,-1,0.277777777777778
c115,1,0.722222222222222
c116,-1,0.277777777777778
c116,1,0.611111111111111
c116,2,0.0555555555555556
c116,3,0.0555555555555556
c117,-1,0.444444444444444
c117,1,0.333333333333333
c117,3,0.0555555555555556
c117,4,0.166666666666667
c118,-1,0.388888888888889
c118,1,0.611111111111111
c119,-1,0.388888888888889
c119,1,0.555555555555556
c119,3,0.0555555555555556
c120,-1,0.277777777777778
c120,1,0.277777777777778
c120,3,0.166666666666667
c120,4,0.277777777777778
c121,-1,0.333333333333333
c121,1,0.666666666666667
c122,-1,0.444444444444444
c122,1,0.555555555555556
c123,-1,0.444444444444444
c123,1,0.5
c123,2,0.0555555555555556
c124,-1,0.222222222222222
c124,1,0.555555555555556
c124,2,0.166666666666667
c124,4,0.0555555555555556
c125,-1,0.222222222222222
c125,1,0.722222222222222
c125,2,0.0555555555555556
c126,-1,0.277777777777778
c126,1,0.555555555555556
c126,2,0.0555555555555556
c126,3,0.0555555555555556
c126,4,0.0555555555555556
c127,-1,0.333333333333333
c127,1,0.611111111111111
c127,2,0.0555555555555556
c128,-1,0.222222222222222
c128,1,0.555555555555556
c128,2,0.0555555555555556
c128,3,0.111111111111111
c128,4,0.0555555555555556
c129,-1,0.5
c129,1,0.333333333333333
c129,2,0.0555555555555556
c129,3,0.0555555555555556
c129,4,0.0555555555555556
c130,-1,0.388888888888889
c130,1,0.555555555555556
c130,3,0.0555555555555556
c131,-1,0.277777777777778
c131,1,0.611111111111111
c131,2,0.0555555555555556
c131,3,0.0555555555555556
c132,-1,0.111111111111111
c132,1,0.833333333333333
c132,2,0.0555555555555556
c133,-1,0.444444444444444
c133,1,0.555555555555556
c134,-1,0.388888888888889
c134,1,0.555555555555556
c134,2,0.0555555555555556
c135,-1,0.388888888888889
c135,1,0.5
c135,2,0.0555555555555556
c135,3,0.0555555555555556
c136,-1,0.166666666666667
c136,1,0.833333333333333
c137,-1,0.166666666666667
c137,1,0.777777777777778
c137,4,0.0555555555555556
c138,-1,0.666666666666667
c138,1,0.333333333333333
c139,-1,0.222222222222222
c139,1,0.722222222222222
c139,2,0.0555555555555556
c140,-1,0.277777777777778
c140,1,0.611111111111111
c140,2,0.111111111111111
c141,-1,0.0555555555555556
c141,1,0.222222222222222
c141,4,0.722222222222222
c142,-1,0.277777777777778
c142,1,0.666666666666667
c142,4,0.0555555555555556
c143,-1,0.111111111111111
c143,1,0.777777777777778
c143,2,0.0555555555555556
c143,4,0.0555555555555556
c144,-1,0.277777777777778
c144,1,0.555555555555556
c144,2,0.0555555555555556
c144,4,0.111111111111111
c145,-1,0.333333333333333
c145,1,0.222222222222222
c145,2,0.388888888888889
c145,3,0.0555555555555556
c146,-1,0.222222222222222
c146,1,0.722222222222222
c146,3,0.0555555555555556
c147,-1,0.0555555555555556
c147,1,0.944444444444444
c148,-1,0.388888888888889
c148,1,0.611111111111111
c149,-1,0.333333333333333
c149,1,0.555555555555556
c149,4,0.111111111111111
c150,-1,0.0555555555555556
c150,1,0.833333333333333
c150,2,0.0555555555555556
c150,4,0.0555555555555556
c151,-1,0.666666666666667
c151,1,0.222222222222222
c151,3,0.111111111111111
c152,-1,0.166666666666667
c152,1,0.833333333333333
c153,-1,0.166666666666667
c153,1,0.777777777777778
c153,4,0.0555555555555556
c154,-1,0.222222222222222
c154,1,0.333333333333333
c154,2,0.444444444444444
c155,-1,0.111111111111111
c155,1,0.833333333333333
c155,4,0.0555555555555556
c156,-1,0.222222222222222
c156,1,0.5
c156,2,0.222222222222222
c156,4,0.0555555555555556
c157,-1,0.277777777777778
c157,1,0.0555555555555556
c157,2,0.555555555555556
c157,4,0.111111111111111
c158,-1,0.277777777777778
c158,1,0.333333333333333
c158,2,0.111111111111111
c158,4,0.277777777777778
c159,-1,0.444444444444444
c159,1,0.166666666666667
c159,2,0.388888888888889
c160,-1,0.222222222222222
c160,1,0.611111111111111
c160,3,0.111111111111111
c160,4,0.0555555555555556
c161,-1,0.111111111111111
c161,1,0.722222222222222
c161,3,0.166666666666667
c162,-1,0.333333333333333
c162,1,0.611111111111111
c162,2,0.0555555555555556
c163,-1,0.277777777777778
c163,1,0.666666666666667
c163,3,0.0555555555555556
c164,-1,0.333333333333333
c164,1,0.444444444444444
c164,3,0.222222222222222
c165,-1,0.166666666666667
c165,1,0.166666666666667
c165,2,0.666666666666667
c166,-1,0.111111111111111
c166,1,0.833333333333333
c166,3,0.0555555555555556
c167,-1,0.333333333333333
c167,1,0.666666666666667
c168,-1,0.5
c168,1,0.333333333333333
c168,2,0.166666666666667
c169,-1,0.333333333333333
c169,1,0.555555555555556
c169,2,0.0555555555555556
c169,3,0.0555555555555556
c170,-1,0.388888888888889
c170,1,0.388888888888889
c170,2,0.222222222222222
c171,-1,0.444444444444444
c171,1,0.5
c171,4,0.0555555555555556
c172,-1,0.0555555555555556
c172,1,0.777777777777778
c172,2,0.166666666666667
c173,-1,0.388888888888889
c173,1,0.555555555555556
c173,2,0.0555555555555556
c174,-1,0.388888888888889
c174,1,0.555555555555556
c174,4,0.0555555555555556
c175,-1,0.555555555555556
c175,1,0.333333333333333
c175,2,0.111111111111111
c176,-1,0.333333333333333
c176,1,0.222222222222222
c176,2,0.444444444444444
c177,-1,0.388888888888889
c177,1,0.611111111111111
c178,-1,0.333333333333333
c178,1,0.5
c178,2,0.111111111111111
c178,3,0.0555555555555556
c179,-1,0.0555555555555556
c179,1,0.944444444444444
c180,-1,0.555555555555556
c180,1,0.388888888888889
c180,3,0.0555555555555556
c181,-1,0.277777777777778
c181,1,0.722222222222222
c182,-1,0.277777777777778
c182,1,0.722222222222222
c183,-1,0.444444444444444
c183,1,0.555555555555556
c184,-1,0.388888888888889
c184,1,0.611111111111111
c185,-1,0.388888888888889
c185,1,0.611111111111111
c186,-1,0.277777777777778
c186,1,0.611111111111111
c186,2,0.111111111111111
c187,-1,0.333333333333333
c187,1,0.444444444444444
c187,2,0.0555555555555556
c187,3,0.166666666666667
c188,-1,0.444444444444444
c188,1,0.555555555555556
c189,-1,0.444444444444444
c189,1,0.555555555555556
c190,-1,0.222222222222222
c190,1,0.666666666666667
c190,2,0.0555555555555556
c190,4,0.0555555555555556
c191,-1,0.222222222222222
c191,1,0.777777777777778
c192,-1,0.277777777777778
c192,1,0.444444444444444
c192,2,0.111111111111111
c192,3,0.166666666666667
c193,-1,0.333333333333333
c193,1,0.666666666666667
c194,-1,0.222222222222222
c194,1,0.722222222222222
c194,2,0.0555555555555556
c195,-1,0.5
c195,1,0.444444444444444
c195,2,0.0555555555555556
c196,-1,0.388888888888889
c196,1,0.388888888888889
c196,3,0.166666666666667
c196,4,0.0555555555555556
c197,-1,0.277777777777778
c197,1,0.555555555555556
c197,2,0.166666666666667
c198,-1,0.111111111111111
c198,1,0.333333333333333
c198,2,0.0555555555555556
c198,3,0.388888888888889
c198,4,0.111111111111111
c199,-1,0.444444444444444
c199,1,0.388888888888889
c199,2,0.166666666666667
c200,-1,0.388888888888889
c200,2,0.0555555555555556
c200,3,0.111111111111111
c200,4,0.444444444444444
c201,-1,0.388888888888889
c201,1,0.5
c201,3,0.0555555555555556
c201,4,0.0555555555555556
c202,-1,0.166666666666667
c202,1,0.111111111111111
c202,2,0.555555555555556
c202,4,0.166666666666667
c203,-1,0.166666666666667
c203,1,0.611111111111111
c203,2,0.222222222222222
c204,-1,0.666666666666667
c204,1,0.222222222222222
c204,2,0.111111111111111
c205,-1,0.222222222222222
c205,1,0.722222222222222
c205,4,0.0555555555555556
c206,-1,0.277777777777778
c206,1,0.444444444444444
c206,2,0.0555555555555556
c206,3,0.166666666666667
c206,4,0.0555555555555556
c207,-1,0.0555555555555556
c207,1,0.388888888888889
c207,2,0.5
c207,4,0.0555555555555556
c208,-1,0.277777777777778
c208,1,0.611111111111111
c208,4,0.111111111111111
c209,-1,0.111111111111111
c209,1,0.777777777777778
c209,3,0.111111111111111
c210,-1,0.277777777777778
c210,1,0.611111111111111
c210,2,0.111111111111111
c211,-1,0.333333333333333
c211,1,0.388888888888889
c211,2,0.111111111111111
c211,4,0.166666666666667
c212,-1,0.222222222222222
c212,1,0.333333333333333
c212,2,0.333333333333333
c212,4,0.111111111111111
c213,-1,0.0555555555555556
c213,1,0.333333333333333
c213,2,0.333333333333333
c213,4,0.277777777777778
c214,-1,0.388888888888889
c214,1,0.333333333333333
c214,2,0.166666666666667
c214,3,0.0555555555555556
c214,4,0.0555555555555556
c215,-1,0.333333333333333
c215,1,0.555555555555556
c215,2,0.0555555555555556
c215,4,0.0555555555555556
c216,-1,0.0555555555555556
c216,1,0.222222222222222
c216,2,0.722222222222222
c217,-1,0.666666666666667
c217,1,0.166666666666667
c217,2,0.111111111111111
c217,4,0.0555555555555556
c218,-1,0.166666666666667
c218,1,0.5
c218,2,0.333333333333333
c219,-1,0.166666666666667
c219,1,0.666666666666667
c219,2,0.0555555555555556
c219,4,0.111111111111111
c220,-1,0.222222222222222
c220,1,0.611111111111111
c220,2,0.0555555555555556
c220,3,0.0555555555555556
c220,4,0.0555555555555556
c221,-1,0.111111111111111
c221,1,0.722222222222222
c221,3,0.0555555555555556
c221,4,0.111111111111111
c222,-1,0.222222222222222
c222,1,0.611111111111111
c222,2,0.0555555555555556
c222,4,0.111111111111111
c223,-1,0.277777777777778
c223,1,0.166666666666667
c223,2,0.5
c223,4,0.0555555555555556
c224,-1,0.277777777777778
c224,1,0.666666666666667
c224,2,0.0555555555555556
c225,-1,0.444444444444444
c225,1,0.444444444444444
c225,4,0.111111111111111
c226,-1,0.222222222222222
c226,1,0.555555555555556
c226,2,0.111111111111111
c226,4,0.111111111111111
c227,-1,0.111111111111111
c227,1,0.333333333333333
c227,2,0.5
c227,4,0.0555555555555556
c228,-1,0.333333333333333
c228,1,0.5
c228,2,0.0555555555555556
c228,4,0.111111111111111
c229,-1,0.277777777777778
c229,1,0.555555555555556
c229,2,0.0555555555555556
c229,3,0.0555555555555556
c229,4,0.0555555555555556
c230,-1,0.333333333333333
c230,1,0.333333333333333
c230,2,0.166666666666667
c230,3,0.166666666666667
c231,-1,0.166666666666667
c231,1,0.666666666666667
c231,2,0.0555555555555556
c231,4,0.111111111111111
c232,-1,0.111111111111111
c232,1,0.777777777777778
c232,4,0.111111111111111
c233,-1,0.333333333333333
c233,1,0.555555555555556
c233,2,0.0555555555555556
c233,4,0.0555555555555556
c234,-1,0.5
c234,1,0.277777777777778
c234,2,0.0555555555555556
c234,4,0.166666666666667
c235,-1,0.333333333333333
c235,1,0.277777777777778
c235,3,0.222222222222222
c235,4,0.166666666666667
c236,-1,0.388888888888889
c236,1,0.222222222222222
c236,2,0.333333333333333
c236,4,0.0555555555555556
c237,-1,0.444444444444444
c237,1,0.444444444444444
c237,2,0.0555555555555556
c237,4,0.0555555555555556
c238,-1,0.0555555555555556
c238,1,0.555555555555556
c238,2,0.222222222222222
c238,4,0.166666666666667
c239,-1,0.388888888888889
c239,1,0.555555555555556
c239,4,0.0555555555555556
c240,-1,0.388888888888889
c240,1,0.444444444444444
c240,3,0.0555555555555556
c240,4,0.111111111111111
c241,-1,0.555555555555556
c241,1,0.111111111111111
c241,2,0.111111111111111
c241,3,0.111111111111111
c241,4,0.111111111111111
c242,-1,0.333333333333333
c242,1,0.111111111111111
c242,2,0.444444444444444
c242,3,0.0555555555555556
c242,4,0.0555555555555556
c243,-1,0.388888888888889
c243,1,0.0555555555555556
c243,2,0.388888888888889
c243,4,0.166666666666667
c244,-1,0.333333333333333
c244,1,0.0555555555555556
c244,2,0.5
c244,4,0.111111111111111
c245,-1,0.0555555555555556
c245,1,0.277777777777778
c245,2,0.5
c245,3,0.111111111111111
c245,4,0.0555555555555556
c246,-1,0.555555555555556
c246,1,0.388888888888889
c246,4,0.0555555555555556
c247,-1,0.277777777777778
c247,1,0.277777777777778
c247,3,0.277777777777778
c247,4,0.166666666666667
c248,-1,0.277777777777778
c248,1,0.611111111111111
c248,4,0.111111111111111
c249,-1,0.444444444444444
c249,1,0.444444444444444
c249,2,0.111111111111111
c250,-1,0.388888888888889
c250,1,0.222222222222222
c250,3,0.388888888888889
c251,-1,0.388888888888889
c251,1,0.333333333333333
c251,2,0.277777777777778
c252,-1,0.277777777777778
c252,1,0.277777777777778
c252,2,0.388888888888889
c252,4,0.0555555555555556
c253,-1,0.333333333333333
c253,1,0.444444444444444
c253,2,0.0555555555555556
c253,3,0.111111111111111
c253,4,0.0555555555555556
c254,-1,0.444444444444444
c254,1,0.444444444444444
c254,2,0.111111111111111
c255,-1,0.444444444444444
c255,1,0.5
c255,4,0.0555555555555556
c256,-1,0.222222222222222
c256,1,0.444444444444444
c256,3,0.166666666666667
c256,4,0.166666666666667
c257,-1,0.222222222222222
c257,1,0.555555555555556
c257,3,0.111111111111111
c257,4,0.111111111111111
c258,-1,0.277777777777778
c258,1,0.444444444444444
c258,3,0.222222222222222
c258,4,0.0555555555555556
c259,-1,0.333333333333333
c259,1,0.444444444444444
c259,2,0.222222222222222
c260,-1,0.222222222222222
c260,1,0.666666666666667
c260,2,0.111111111111111
c261,-1,0.5
c261,1,0.333333333333333
c261,4,0.166666666666667
c262,-1,0.388888888888889
c262,1,0.0555555555555556
c262,2,0.5
c262,4,0.0555555555555556
c263,-1,0.277777777777778
c263,1,0.5
c263,2,0.0555555555555556
c263,4,0.166666666666667
c264,-1,0.111111111111111
c264,1,0.111111111111111
c264,2,0.0555555555555556
c264,3,0.0555555555555556
c264,4,0.666666666666667
c265,-1,0.444444444444444
c265,1,0.277777777777778
c265,4,0.277777777777778
c266,-1,0.388888888888889
c266,3,0.388888888888889
c266,4,0.222222222222222
c267,-1,0.388888888888889
c267,1,0.5
c267,4,0.111111111111111
c268,-1,0.166666666666667
c268,3,0.833333333333333
c269,-1,0.166666666666667
c269,1,0.5
c269,2,0.222222222222222
c269,3,0.111111111111111
c270,-1,0.666666666666667
c270,1,0.277777777777778
c270,3,0.0555555555555556
c271,-1,0.222222222222222
c271,1,0.722222222222222
c271,3,0.0555555555555556
c272,-1,0.277777777777778
c272,1,0.333333333333333
c272,3,0.111111111111111
c272,4,0.277777777777778
c273,-1,0.0555555555555556
c273,1,0.777777777777778
c273,3,0.0555555555555556
c273,4,0.111111111111111
c274,-1,0.277777777777778
c274,1,0.5
c274,2,0.0555555555555556
c274,3,0.111111111111111
c274,4,0.0555555555555556
c275,-1,0.111111111111111
c275,1,0.722222222222222
c275,3,0.111111111111111
c275,4,0.0555555555555556
c276,-1,0.277777777777778
c276,1,0.0555555555555556
c276,2,0.388888888888889
c276,3,0.111111111111111
c276,4,0.166666666666667
c277,-1,0.333333333333333
c277,1,0.0555555555555556
c277,2,0.166666666666667
c277,3,0.0555555555555556
c277,4,0.388888888888889
c278,-1,0.222222222222222
c278,1,0.611111111111111
c278,4,0.166666666666667
c279,-1,0.0555555555555556
c279,1,0.277777777777778
c279,2,0.166666666666667
c279,3,0.5
c280,-1,0.388888888888889
c280,1,0.5
c280,4,0.111111111111111
c281,-1,0.333333333333333
c281,1,0.666666666666667
c282,-1,0.0555555555555556
c282,1,0.722222222222222
c282,3,0.111111111111111
c282,4,0.111111111111111
c283,-1,0.666666666666667
c283,1,0.0555555555555556
c283,2,0.0555555555555556
c283,3,0.222222222222222
c284,-1,0.166666666666667
c284,1,0.0555555555555556
c284,3,0.111111111111111
c284,4,0.666666666666667
c285,-1,0.166666666666667
c285,1,0.444444444444444
c285,2,0.0555555555555556
c285,3,0.0555555555555556
c285,4,0.277777777777778
c286,-1,0.222222222222222
c286,1,0.444444444444444
c286,3,0.277777777777778
c286,4,0.0555555555555556
c287,-1,0.111111111111111
c287,1,0.666666666666667
c287,3,0.111111111111111
c287,4,0.111111111111111
c288,-1,0.222222222222222
c288,1,0.611111111111111
c288,2,0.0555555555555556
c288,3,0.0555555555555556
c288,4,0.0555555555555556
c289,-1,0.277777777777778
c289,1,0.611111111111111
c289,3,0.111111111111111
c290,-1,0.277777777777778
c290,1,0.666666666666667
c290,2,0.0555555555555556
c291,-1,0.444444444444444
c291,1,0.333333333333333
c291,3,0.222222222222222
c292,-1,0.222222222222222
c292,1,0.555555555555556
c292,3,0.0555555555555556
c292,4,0.166666666666667
c293,-1,0.111111111111111
c293,1,0.111111111111111
c293,2,0.611111111111111
c293,3,0.111111111111111
c293,4,0.0555555555555556
c294,-1,0.333333333333333
c294,1,0.0555555555555556
c294,3,0.0555555555555556
c294,4,0.555555555555556
c295,-1,0.277777777777778
c295,1,0.611111111111111
c295,3,0.111111111111111
c296,-1,0.333333333333333
c296,1,0.555555555555556
c296,3,0.111111111111111
c297,-1,0.166666666666667
c297,1,0.777777777777778
c297,2,0.0555555555555556
c298,-1,0.111111111111111
c298,1,0.722222222222222
c298,3,0.166666666666667
c299,-1,0.333333333333333
c299,1,0.611111111111111
c299,4,0.0555555555555556
c300,-1,0.5
c300,1,0.222222222222222
c300,4,0.277777777777778
c301,-1,0.333333333333333
c301,1,0.0555555555555556
c301,3,0.277777777777778
c301,4,0.333333333333333
c302,-1,0.388888888888889
